Make,Model,Year,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Temperature_C
Nissan,Ariya,2019,Truck,59.7,86.5,262,15.9,4.47,325,20.54,147135,98.9,34.6
Chevrolet,Bolt EUV,2016,Truck,116.8,79.7,653,61.3,2.28,329,19.9,149177,86.4,-4
Kia,Niro EV,2022,Sedan,86.6,74.4,514,185.4,0.61,941,21.72,200139,37.6,30.5
Kia,Niro EV,2022,Hatchback,92.5,91.6,474,243.9,0.43,1699,17.28,249620,81.5,7.2
Mercedes,EQC,2017,Sedan,87.7,75.6,403,127.2,0.86,479,19.05,125848,33.1,-6.8
Nissan,Leaf,2017,Truck,88.1,80.7,471,185.3,0.54,1432,14.81,117364,49.6,4.3
Mercedes,EQS,2020,Truck,58.4,71.8,313,146.7,0.51,1177,19.29,33634,65.7,23
Mercedes,EQC,2023,Hatchback,113.4,70.3,509,35.9,3.54,1296,23.45,90490,76.7,-4.6
Kia,EV6,2015,SUV,110.8,80,652,14.2,9.91,1087,16.58,11774,87.1,30.8
Ford,Mustang Mach-E,2023,SUV,82.8,72.3,373,33.5,3.17,1453,16.75,73745,69.3,1.7
Volkswagen,ID.3,2021,SUV,35.5,84.7,199,34.6,1.43,1512,20.01,168424,80.7,-2.7
Ford,Mustang Mach-E,2024,Sedan,62,77.7,281,107.6,0.66,1022,24.44,70435,49.4,16.2
Chevrolet,Bolt EUV,2018,Truck,52.5,84.7,283,246.7,0.26,1386,20.39,29248,71.9,-9.9
Hyundai,Ioniq 5,2019,Hatchback,110.5,97.9,657,235.4,0.61,1263,23.48,72238,86.4,34.1
Audi,Q4 e-tron,2018,Truck,33.6,92.6,162,248.9,0.19,838,17.58,107876,87.9,4.4
Ford,Mustang Mach-E,2022,Truck,37.4,82.9,211,124.1,0.33,503,14.93,67714,96.4,12.8
Kia,Niro EV,2021,Truck,92.9,90.8,465,139.7,0.75,1153,19.4,82763,96.5,23.4
Mercedes,EQS,2015,SUV,118,91.1,668,20.6,7.55,1566,12.85,67349,35.1,-9.8
Mercedes,EQC,2017,SUV,88.5,72.5,386,124.7,0.82,1679,22.47,14013,44.3,30.9
Tesla,Model S,2022,Sedan,31.8,90.7,186,181.6,0.25,1492,13.93,170549,97.1,39.3
Audi,e-tron,2022,Truck,59.2,87.8,300,169.5,0.39,1606,15.13,125270,86.7,39.4
Kia,Niro EV,2018,Sedan,118.4,94.2,641,172.8,0.81,633,17.51,237686,89.2,12.8
Nissan,Leaf,2015,Sedan,53.3,87.5,260,16.3,4.61,912,22.27,223735,66.7,13.1
Nissan,Leaf,2019,SUV,100.2,96.2,542,192.8,0.63,897,22.73,60361,84.9,-8.2
BMW,i4,2021,Hatchback,48.6,80.2,252,232,0.23,1125,16.76,237661,84.3,-5.6
Chevrolet,Bolt EUV,2017,Truck,40.5,88.2,241,69,0.68,1944,17.59,116056,71.5,-8.5
Nissan,Ariya,2023,Hatchback,84.9,76.7,443,161.2,0.6,1313,22.76,102417,69,23.6
Tesla,Model X,2017,SUV,73.5,75.5,366,91.9,0.98,1646,23.16,221168,54.7,7.8
Chevrolet,Bolt EV,2017,SUV,68.2,74.4,386,94.3,0.9,1047,22.72,226879,68.1,15.2
Nissan,Leaf,2019,SUV,67,88.1,353,21.2,3.33,1551,22.05,27854,89.7,7
Nissan,Ariya,2020,Sedan,99,90.1,405,141,0.85,970,18.81,95417,86.4,0.6
Nissan,Ariya,2018,Sedan,90.5,99.6,527,182.4,0.68,748,16.27,232117,54.9,-6.4
Tesla,Model S,2024,Truck,115.3,89.2,634,190.6,0.77,604,12.65,16394,49.7,34.3
Ford,F-150 Lightning,2023,Hatchback,105.9,75.4,436,101.4,1.14,1059,18.43,239818,93.7,26.4
Volkswagen,ID.3,2023,Sedan,74.6,80.4,358,97.2,0.85,850,21.34,226524,98.8,28.6
Chevrolet,Bolt EV,2023,Truck,51.6,96,240,89.6,0.68,853,18.15,106630,59.2,24
Volkswagen,ID.3,2017,Truck,57.7,73.8,318,214.3,0.35,1657,17.75,59781,67.3,12.9
Nissan,Ariya,2024,SUV,104.5,83.5,449,246.4,0.46,800,17.35,38645,83.6,32.6
Tesla,Model Y,2022,Truck,45.1,74.9,192,53.9,1.11,338,20.32,198652,84.6,11.2
Nissan,Ariya,2022,Sedan,103.7,86.7,515,210.6,0.53,1116,17.4,248095,99.4,33
Hyundai,Kona Electric,2021,SUV,86.8,85.4,470,104.4,0.91,1321,22.89,177027,67.5,38.8
Mercedes,EQC,2017,Hatchback,61.2,81.1,353,122,0.61,389,22.83,12482,75.9,-0.4
Kia,Niro EV,2019,Sedan,84.2,75.5,382,108.7,0.89,341,21.77,66684,83.8,34.1
Tesla,Model X,2024,Hatchback,87.7,82.4,403,238.2,0.51,1214,23.69,233644,32,0.9
Audi,Q4 e-tron,2015,SUV,118.8,78.2,591,107.8,1.48,1128,19.19,177805,90.1,33.8
BMW,i4,2024,Hatchback,109.2,71.5,557,197.4,0.76,1438,18.82,149121,77.8,29.5
Hyundai,Kona Electric,2018,SUV,115.9,81.1,655,56.6,2.27,1078,20.12,92629,39.2,36.1
Kia,EV6,2023,SUV,81.6,97.4,408,140.9,0.71,609,22.5,210253,58.6,5.4
Nissan,Leaf,2015,SUV,110.5,75.7,517,157.6,0.97,1473,16.84,224800,94.1,-2.4
Volkswagen,ID.4,2016,Truck,117.2,73.8,506,172.7,0.81,1845,22.4,168935,92.2,11.5
Mercedes,EQC,2024,SUV,52.3,95.7,305,226.6,0.25,1799,24.89,245776,43.9,5.1
BMW,i4,2024,Sedan,95.1,70.8,488,222.3,0.61,1147,17.18,71130,54.7,25.6
Volkswagen,ID.3,2019,SUV,108.2,84.2,544,210.8,0.58,1763,20.57,153496,63.6,38.4
Mercedes,EQC,2022,Sedan,70,93.2,383,139.6,0.69,908,16.02,177296,55.4,-0.6
Volkswagen,ID.3,2023,Hatchback,46.8,82.2,255,241.7,0.21,1160,22.13,233251,35,20.9
Tesla,Model 3,2018,Truck,38.8,73.8,159,249.1,0.2,499,17.81,25239,82.7,31.2
Chevrolet,Bolt EV,2015,SUV,65.4,74,328,176.5,0.43,780,24.11,224489,66.3,10.5
Audi,Q4 e-tron,2024,SUV,96.3,86.9,555,170.1,0.66,462,19.53,65385,77.8,39.4
Tesla,Model 3,2023,Sedan,95.7,92.5,420,122.9,0.85,856,14.72,189550,71.2,9.5
Ford,F-150 Lightning,2024,SUV,95.9,71.3,513,110.1,1.19,1950,14.53,143260,47.5,28.7
Audi,e-tron,2024,SUV,91.8,71,517,58.9,1.84,592,24.24,122529,92.3,3.9
Hyundai,Ioniq 5,2022,SUV,38.4,93.7,159,27.4,1.68,729,19.62,21151,59.6,7.4
Chevrolet,Bolt EUV,2016,SUV,56.3,86.4,256,142.7,0.54,1057,19.07,216270,94.6,-4.1
Tesla,Model X,2023,SUV,76.2,92.2,443,231.1,0.4,1813,19.43,33604,95.5,2.5
Ford,F-150 Lightning,2016,Sedan,113.4,89.6,660,210.2,0.62,599,21.89,96634,45.6,7.3
Audi,e-tron,2015,Sedan,76,88.9,367,111,0.96,1291,22.19,220870,59.5,34.5
Nissan,Leaf,2016,Hatchback,75.3,93.1,433,35.8,2.64,1164,18.53,39370,53.3,2.5
Ford,F-150 Lightning,2022,Truck,44.7,71.3,228,141.2,0.42,1133,13.89,8261,48.1,15.5
Ford,Mustang Mach-E,2023,SUV,101.4,93.1,541,215.3,0.5,559,19.14,93672,57.9,18.3
Hyundai,Ioniq 5,2016,Sedan,52.6,85,288,145.5,0.5,798,14.85,227274,48,0.2
Chevrolet,Bolt EV,2017,SUV,53.9,71.9,219,180.9,0.33,952,14.51,186288,78.9,-5.8
Chevrolet,Bolt EV,2015,Truck,57.4,89.6,285,98.5,0.68,1668,20.81,149090,94.3,1.6
Hyundai,Ioniq 5,2023,SUV,67.3,86,271,48.9,1.6,1309,20.96,134752,40,28.3
Tesla,Model S,2019,SUV,34.7,92.3,150,18.6,2.3,1422,15.07,118408,30.9,-5.4
Chevrolet,Bolt EUV,2015,Truck,85.6,74.2,504,234,0.48,1959,20.87,31093,95.2,-1
Mercedes,EQC,2023,SUV,90.3,84.1,430,39.5,3,1625,19.21,199275,39.5,20.3
Audi,Q4 e-tron,2024,Hatchback,66,87.8,328,83.5,0.94,775,22.97,170205,62.6,-1.8
Tesla,Model Y,2016,SUV,41.5,84.2,212,117.6,0.49,1944,23.74,14133,48.3,23.5
Mercedes,EQC,2019,Sedan,81.2,71.1,408,156.7,0.69,1592,20.35,197361,62.8,27.1
Tesla,Model Y,2016,Hatchback,32.6,93.1,137,17.6,2.41,705,24.14,20105,79.7,36.1
Chevrolet,Bolt EV,2015,Hatchback,93.9,92.9,551,38.2,2.81,1046,20.41,243332,44.8,11.5
Audi,e-tron,2020,SUV,91.3,79.5,499,89.9,1.39,602,12.62,244939,90.8,-1.5
Kia,EV6,2021,Sedan,113.4,72.5,515,194.5,0.69,1447,13.53,71988,49.7,-9.5
Kia,EV6,2016,Sedan,49.3,86.6,293,28.6,2.24,1334,15.23,195040,92.4,0.1
BMW,iX,2018,SUV,31.5,82.2,140,48.6,0.76,1342,21.93,118858,68.2,16.8
Chevrolet,Bolt EV,2022,Hatchback,56.4,75.8,255,210.5,0.31,912,24.91,116686,62.5,-2.6
Audi,e-tron,2017,Hatchback,68.1,85.8,347,104,0.69,207,17.95,11185,98.5,-9.1
Mercedes,EQC,2015,Truck,115.9,74.7,507,204.1,0.74,1688,16.71,222267,32.3,5.8
Audi,Q4 e-tron,2016,Sedan,100.5,75.4,562,164.4,0.7,1797,20.5,5393,95.6,-0.9
Chevrolet,Bolt EV,2017,Truck,66.8,81.9,394,230.1,0.38,863,18.32,183331,40.8,38.2
Audi,e-tron,2015,SUV,78.3,92.3,422,223.9,0.4,1663,16.53,223901,57.5,6.3
Audi,e-tron,2019,SUV,86.3,81.8,515,125.4,0.91,1160,23.4,119067,35.3,11.7
Ford,F-150 Lightning,2017,Hatchback,44.6,70.4,193,211.3,0.3,872,16.95,16338,71,8.5
Nissan,Ariya,2020,Hatchback,31.8,86.4,148,77.2,0.53,1760,24.18,113064,93.9,31.7
Audi,e-tron,2021,Truck,93.5,81.8,424,11.8,9,1983,12.29,92750,69.5,12.5
Ford,Mustang Mach-E,2024,Hatchback,112.6,81.4,622,153.8,0.79,1297,18.67,249987,63.5,-5.9
Volkswagen,ID.3,2016,Sedan,95.3,76.4,530,46.3,2.52,943,20.83,175830,88.6,32.1
Kia,EV6,2023,Hatchback,93.7,97.7,508,150.7,0.67,1826,21.32,205341,62.7,16.1
Audi,e-tron,2016,Hatchback,112.8,82.8,533,202.7,0.67,1629,14.81,94410,40.7,22.6
BMW,i4,2024,Hatchback,46,86,216,40.7,1.59,1814,16,163727,37.2,10
Tesla,Model X,2016,Sedan,101.2,88.8,494,32.9,3.6,258,19.95,108127,76.5,20.8
Audi,Q4 e-tron,2023,Truck,108.1,81.8,511,140.7,0.82,1303,12.3,7355,78.7,19.9
Ford,F-150 Lightning,2020,Hatchback,116.3,98.5,467,59.1,2.07,367,24.85,71421,41.6,33.3
BMW,i4,2018,Truck,93.3,93.1,443,228.3,0.46,1748,20.3,25150,55.6,31.8
Ford,F-150 Lightning,2020,SUV,88.7,85.8,387,221.9,0.51,675,24.4,133424,64.2,20.7
Chevrolet,Bolt EV,2024,Truck,46.3,79.9,235,230.7,0.24,1104,16.65,193467,58.5,-0.3
BMW,i3,2015,Sedan,51.1,72.2,264,222.8,0.29,431,21.96,219576,69.1,4.6
Mercedes,EQC,2023,Truck,33.1,90.7,167,80,0.46,1092,19.92,90000,87.1,32.4
Hyundai,Kona Electric,2016,Truck,93.9,85.8,472,31.9,3.41,1424,17.93,223826,48.4,17.3
Chevrolet,Bolt EV,2024,Sedan,67.4,79,276,188.9,0.4,1892,24.28,24477,47.1,-1.6
Chevrolet,Bolt EV,2015,Truck,68.5,93.2,338,81.6,0.95,590,23.8,18188,51.4,0.7
Audi,Q4 e-tron,2018,Hatchback,46.6,98.6,255,186.5,0.35,1711,23.42,49514,76.2,13.2
BMW,iX,2016,Truck,114.8,81.9,506,142.7,1.11,1643,18.55,40169,57.8,20.4
Chevrolet,Bolt EV,2023,Sedan,40.3,78.7,171,212.5,0.21,1737,18.01,22330,97.7,-7.8
Volkswagen,ID.3,2016,Truck,91.7,90.4,468,145.7,0.71,697,19.42,227172,91,12.8
Tesla,Model 3,2023,Truck,68.5,95.3,384,185.7,0.45,1371,21.34,129281,91.3,8.4
Nissan,Ariya,2017,Hatchback,91,82.2,368,146.1,0.86,1009,17.26,22910,62.2,0.2
Ford,Mustang Mach-E,2021,Hatchback,84.2,89.2,382,106.9,1.11,648,22.06,211958,43.9,9.8
Volkswagen,ID.4,2022,Truck,57.1,73.3,284,101.5,0.64,283,18.72,121815,32.3,36.8
Ford,F-150 Lightning,2015,Hatchback,77.4,81.2,462,83.2,1.21,465,16.17,93047,44.1,28
Hyundai,Ioniq 5,2017,Hatchback,40.6,77,235,53.4,0.87,1299,20.5,94833,50,-3.9
Volkswagen,ID.4,2019,Sedan,56.9,73.6,274,17.8,4.25,970,13.4,58509,33.1,36.9
Kia,Niro EV,2018,Sedan,30,96.5,121,192.1,0.2,1897,20.91,16357,35,16.9
Nissan,Leaf,2018,Truck,95.1,81.8,421,192.4,0.55,1487,16.98,64273,65.4,-8.1
Audi,Q4 e-tron,2024,SUV,78.6,91.1,421,157.3,0.68,208,12.79,97345,45.5,31.3
Kia,Niro EV,2023,Truck,105.3,90,477,39,3.84,1533,16.53,230449,68.6,34.8
Chevrolet,Bolt EUV,2019,Sedan,70.9,72.5,392,22.4,3.6,1765,24.74,71760,37.1,-8.3
Kia,Niro EV,2016,Sedan,52.8,81.8,279,115.3,0.6,1215,16.43,20330,97.2,4.3
Kia,Niro EV,2017,Hatchback,85.3,96.1,459,69.5,1.42,856,15.59,15133,42.5,-4.4
Hyundai,Kona Electric,2023,Truck,58,87.5,316,93.3,0.72,851,16.85,217181,79.8,-6.8
Mercedes,EQS,2022,Hatchback,101.3,87.2,422,76.3,1.71,1643,21.89,249677,35.1,14.9
Chevrolet,Bolt EV,2017,Sedan,80.9,97,403,236,0.37,1212,18.01,236723,55.6,-7.9
Mercedes,EQC,2024,Truck,80.1,84.8,386,71.3,1.4,1705,15.79,70316,51,14.7
BMW,i4,2022,Sedan,53.1,86.9,220,202.2,0.28,1841,12.62,65666,52.8,16.7
Volkswagen,ID.4,2018,Truck,30.9,72.2,137,19,1.97,1091,15.74,215547,82.5,10.8
Nissan,Leaf,2019,Sedan,33.4,85,190,151.5,0.29,1823,17.56,224742,92.4,-3.1
Audi,Q4 e-tron,2016,Truck,74.1,74.3,304,160.6,0.61,1187,15.2,140171,62.3,-4.8
Ford,Mustang Mach-E,2021,SUV,81.8,94.7,454,223.7,0.39,555,17.38,143156,31,39.2
Audi,Q4 e-tron,2018,Hatchback,110,70.8,529,18.5,7.5,1563,19.36,33897,91.4,6.8
BMW,i3,2016,SUV,79.2,77.1,424,128.5,0.69,1556,13.51,44732,49.7,30.5
Hyundai,Kona Electric,2016,Hatchback,118.2,97.6,642,112.8,1.4,1476,20.68,169196,83.8,9.1
BMW,i3,2018,Truck,64.8,71,311,230.8,0.36,1388,22.85,37261,73.1,33.5
Ford,Mustang Mach-E,2020,Truck,118.2,79.6,648,138.1,1,1270,18.66,224741,70,21.6
Kia,EV6,2021,SUV,111.4,70.1,445,123.9,1.27,230,14.89,41417,35.7,9
BMW,iX,2024,Truck,56.3,83.7,271,67.3,0.92,1749,24.91,162182,87.4,-4.5
BMW,i3,2016,Sedan,89.4,89.6,386,72.1,1.63,1001,14.73,222199,59.2,31.1
Chevrolet,Bolt EUV,2016,SUV,65.2,73.3,377,19.5,3.65,288,12.48,123414,94.6,26.4
Audi,e-tron,2016,Sedan,98.2,95.2,542,95.6,1.08,593,16.69,21219,55.4,38.3
Nissan,Ariya,2016,Sedan,36.7,76.1,153,26.1,1.83,346,13.1,195511,91.3,17.6
Hyundai,Kona Electric,2019,Truck,36.3,86.7,163,69.2,0.55,791,15.76,211308,70,20.6
BMW,iX,2022,Truck,78.8,79.8,425,115.9,0.88,1797,18.14,67607,71.6,17.1
Audi,e-tron,2022,Sedan,106.4,93.3,579,178.5,0.71,1130,16.39,29887,62.7,36.9
Audi,e-tron,2023,Truck,91.2,77.1,433,132.1,0.83,475,18.98,115848,93.6,22.6
Tesla,Model S,2024,Hatchback,48.5,84.3,235,164.2,0.32,1749,24.53,235305,43.5,-9.4
Mercedes,EQC,2023,Sedan,44.2,86.1,262,48.4,1.22,1772,15.87,148363,40.6,-6.6
Volkswagen,ID.4,2018,SUV,84.2,88.3,402,111.7,0.83,1417,14.98,168061,60.8,5
Ford,Mustang Mach-E,2023,Sedan,82.4,91.3,471,246.9,0.44,211,23.13,103995,32.5,-3
Chevrolet,Bolt EUV,2022,Sedan,64.4,95,302,19.2,4.36,1058,20.16,191499,93.1,-7.2
Chevrolet,Bolt EV,2021,Truck,54.2,73.6,277,53.2,1.19,1265,15.76,65403,57.9,-4.9
Kia,Niro EV,2024,Hatchback,88.1,73.9,478,245.4,0.4,1948,20.03,164600,52.7,37.3
Hyundai,Kona Electric,2017,Truck,104,74.6,423,183,0.74,269,15.79,172163,37.6,33.9
Chevrolet,Bolt EV,2023,Hatchback,57.2,76,290,116.2,0.62,1496,23.09,103348,33.2,10.1
Nissan,Leaf,2018,Hatchback,119.7,92.1,499,15.8,8.61,1680,20.23,210471,94.6,10.7
Mercedes,EQC,2017,Sedan,91.4,80.1,435,186.6,0.53,724,15.53,106477,42,34.2
Ford,Mustang Mach-E,2017,Sedan,102.7,83.9,447,165.6,0.65,1705,22.34,79314,31.2,26.8
Chevrolet,Bolt EUV,2015,Hatchback,38.8,77.6,206,172,0.29,1445,20.2,229019,30,19.6
Mercedes,EQS,2021,Truck,69.7,93.9,398,213.2,0.42,1591,14.52,160092,52.5,2.1
Nissan,Leaf,2015,Hatchback,47.3,78.6,282,100.3,0.53,1195,23.23,82972,95.6,17.9
BMW,i3,2020,Sedan,57.2,96.7,316,99.4,0.78,520,20.07,249439,82.3,13.3
Tesla,Model 3,2015,Truck,37.2,92.7,149,240.2,0.19,1971,23.91,17713,70.8,29.7
Mercedes,EQC,2015,Hatchback,63.7,70.5,304,167.4,0.5,1533,14.33,125992,71.2,37.3
Kia,Niro EV,2015,Truck,98.7,97.5,441,113.5,1.19,883,18.84,147007,91.1,2.3
Audi,e-tron,2024,Hatchback,57.8,88.5,251,109.7,0.64,1467,15.66,109191,33.2,25
Chevrolet,Bolt EUV,2022,Hatchback,109.1,96.9,488,58.6,2.26,1773,13.97,219670,75.6,8.7
Tesla,Model 3,2021,SUV,85,91.9,398,171.1,0.65,1208,17.34,72733,66.5,-6.8
BMW,i4,2023,Hatchback,56.2,91.5,315,73.1,0.99,1169,21.04,219075,77.8,2.7
Chevrolet,Bolt EUV,2022,SUV,41.5,72.1,203,50.2,1.05,786,23.01,182281,72.7,-6.3
Volkswagen,ID.4,2022,Hatchback,54.4,73.7,233,198.1,0.32,227,21.07,237909,89.9,-1.5
Ford,F-150 Lightning,2021,Sedan,81.1,78.5,385,205.9,0.53,650,19.52,19770,59.7,29.5
Tesla,Model 3,2024,Truck,88.3,99,443,246.9,0.46,540,20.03,14849,57.7,37.7
Tesla,Model X,2022,Sedan,56.7,96.6,261,181.6,0.37,1909,12.82,108427,55.8,18.6
Ford,F-150 Lightning,2018,Sedan,86.3,84.7,495,141.7,0.74,1871,15.13,151624,37.8,6
Hyundai,Kona Electric,2020,Sedan,69.5,90.4,293,240.7,0.33,684,20.25,239274,41.3,-9.1
Kia,EV6,2021,SUV,65.5,82.7,293,89.2,0.78,731,18.72,233732,89.4,-5.4
Ford,Mustang Mach-E,2023,Hatchback,92.5,97.5,504,28.8,4.01,722,22.6,23069,43.5,27.3
Volkswagen,ID.4,2016,Hatchback,77.2,88.2,462,82.4,1.2,1517,24.39,94257,82.1,5.1
Ford,F-150 Lightning,2020,Truck,104.6,70.2,465,155.7,0.93,1429,14.12,56656,89.7,9
Chevrolet,Bolt EV,2023,Truck,77,88.2,366,247,0.36,1180,22.06,201118,33.1,38.2
Ford,Mustang Mach-E,2015,Truck,49,75.6,242,223.4,0.27,1688,15.02,26283,48,6.2
Chevrolet,Bolt EV,2019,Truck,103.3,82.7,599,126.5,0.97,1696,20.43,137645,69.7,1.4
Kia,Niro EV,2018,Sedan,76.3,94.8,316,94.3,0.89,1312,23.74,98787,89.2,19.8
Nissan,Ariya,2019,Sedan,52.8,96.7,310,147.1,0.43,1500,23.33,130673,41.9,0.8
Chevrolet,Bolt EUV,2024,Truck,105.2,88.6,578,135.9,0.91,1865,23.71,165918,62.8,5.5
Kia,Niro EV,2021,Truck,85.6,80.2,347,105.4,0.87,1394,24.8,39374,91.9,15.9
Volkswagen,ID.4,2015,SUV,94.6,79.5,526,52.9,2,1629,13.95,139295,63.7,4.5
Audi,e-tron,2019,SUV,48.7,88.3,265,100.3,0.57,1111,18.26,8996,81.1,35.8
Kia,Niro EV,2021,SUV,53.9,82.2,290,213.2,0.32,1886,20.07,62852,94.5,-8.4
BMW,i3,2020,Truck,64,90.9,371,87.5,0.9,1356,14.38,18068,44,15.8
Ford,Mustang Mach-E,2020,Hatchback,49.6,85.7,281,37.6,1.47,884,22.51,11122,56.1,24.1
BMW,i4,2017,Hatchback,75.5,71.9,441,53.3,1.7,1006,21.81,95577,66.9,18.9
BMW,i3,2017,SUV,38.2,99.1,227,42.1,1.25,1663,17.42,82027,58,-6.3
Chevrolet,Bolt EUV,2020,Sedan,62.7,88.4,360,239.4,0.31,1659,12.98,138015,79.4,4.1
Kia,EV6,2016,Truck,111.2,86.2,600,208.9,0.59,515,18.98,146755,60.7,17.6
Audi,e-tron,2024,Hatchback,111.5,81.2,576,13.9,10.24,1335,18.59,21802,87.2,29.4
Nissan,Ariya,2019,Sedan,37,73.6,205,27.2,1.47,406,12.38,58821,84.1,-3.4
Nissan,Ariya,2023,SUV,107,97.2,609,208.1,0.58,725,13.05,206612,86.4,16.5
Audi,e-tron,2024,Hatchback,92.9,98.6,502,248.5,0.43,1192,21.21,238886,49.9,34
Mercedes,EQC,2015,Truck,75.9,91.5,310,144.2,0.73,1582,23.71,71606,86.5,21.1
Hyundai,Ioniq 5,2015,SUV,52.9,85.1,297,188.8,0.33,823,17.55,235721,75.8,1.5
Hyundai,Ioniq 5,2024,Hatchback,86.1,80.4,451,150.7,0.67,1822,24.16,178595,41.9,4.2
Tesla,Model Y,2017,Sedan,35.6,96.9,145,238.7,0.17,1058,12.51,91111,32.8,34.4
Volkswagen,ID.4,2017,Truck,89.5,74.9,489,184.8,0.6,1459,20.95,114337,48.7,7.1
Chevrolet,Bolt EUV,2020,Sedan,33.6,75,164,70.1,0.63,1692,20.12,244268,81,37.4
Tesla,Model S,2021,Truck,108.3,98.2,450,94.4,1.22,1806,23.41,197817,98.1,32.7
Kia,Niro EV,2021,SUV,112.1,88.2,620,187.8,0.69,1278,16.03,12739,67.4,19.5
Tesla,Model Y,2016,Truck,114.4,75,606,69.4,1.78,1018,16.15,82391,85.4,0.7
Kia,EV6,2016,Hatchback,56.7,78.4,327,242.1,0.33,1337,12.42,246819,89.2,23.1
Volkswagen,ID.3,2021,Sedan,78.4,87.7,368,12.4,8.92,230,18.8,122537,95.3,11.3
Volkswagen,ID.4,2021,Sedan,56.2,99.1,260,33.3,1.92,1195,17.03,84317,50.8,6.6
Kia,EV6,2019,Hatchback,102.2,89.8,475,134.4,0.94,1888,22.82,75220,63.8,17.1
Audi,Q4 e-tron,2023,Sedan,75.9,85.7,336,182.8,0.58,820,19.42,21565,47.6,18.6
BMW,iX,2018,SUV,76.2,72.5,376,234,0.37,325,12.46,55603,77.2,30.6
Hyundai,Ioniq 5,2020,Sedan,106.5,80.6,544,158.1,0.86,1316,15.08,22540,87.5,35.8
Hyundai,Kona Electric,2024,Truck,111.4,87.1,619,200.9,0.73,739,22.68,109056,36.3,4.5
BMW,i4,2022,Truck,97.2,76.9,453,19.6,5.46,1855,13.78,50147,54.7,12.8
Nissan,Ariya,2016,SUV,104.6,92.4,550,113,1,272,21.37,152049,41,3.8
Mercedes,EQC,2020,Sedan,119.5,75,666,179.5,0.85,722,17.33,203974,89.7,20.8
Mercedes,EQC,2018,Hatchback,80.7,91,452,183.3,0.5,1130,13.46,191683,74.5,4.6
BMW,i3,2020,Hatchback,115.8,87.1,534,101.5,1.3,802,16.34,15165,37.1,4.7
BMW,i3,2017,SUV,116.8,88.8,502,52.2,2.66,1386,22.82,87246,68.2,-9.8
Tesla,Model Y,2016,Hatchback,68.3,79.4,377,210,0.34,353,20.84,75422,51.4,5.3
Hyundai,Kona Electric,2017,Truck,47.7,75.7,259,95.2,0.62,1025,13.53,32663,37.2,29.5
Volkswagen,ID.3,2017,SUV,116.2,81.3,608,220.9,0.65,1480,21.76,30262,39.6,1.9
Kia,EV6,2024,SUV,51.5,77.9,230,57.5,0.98,847,24.63,166250,35.4,16.3
Tesla,Model X,2015,SUV,98.5,93.1,524,62.6,1.96,1266,19.24,51921,35.5,0.3
Hyundai,Ioniq 5,2017,Sedan,92.9,84.7,536,66.7,1.71,1645,17.55,219822,65.5,-8.8
BMW,i4,2016,SUV,73.4,95.1,366,166.9,0.51,1028,14.3,220014,34.5,11.2
Volkswagen,ID.4,2015,Sedan,62.6,77.4,301,134.3,0.53,1588,21.3,239248,56.6,3.3
Tesla,Model X,2018,Hatchback,50.9,91.6,259,117.8,0.48,1369,18.07,164027,69.3,-8.2
Mercedes,EQC,2015,Truck,69,86.4,284,32.5,2.34,1317,12.67,77981,85.7,9.8
Volkswagen,ID.4,2021,Truck,67.2,87,341,150.8,0.6,1021,17.22,238097,31,-8.5
Tesla,Model 3,2020,SUV,89.8,84.5,422,128.3,0.94,734,14.21,192023,45.2,-9.6
Ford,F-150 Lightning,2023,Sedan,85.6,90.8,379,175.3,0.58,1296,17.72,217194,74.4,-1
Audi,Q4 e-tron,2015,Truck,72.2,96.4,407,161.5,0.51,1484,19.35,7420,64,29.7
Tesla,Model 3,2015,Truck,32.7,92,147,99.1,0.36,587,20.86,228597,74.8,14
Volkswagen,ID.4,2021,Truck,98,76.6,490,94.7,1.16,475,22.37,11918,84.6,19.2
Volkswagen,ID.3,2017,Hatchback,66.7,99.5,317,163.6,0.55,941,19.74,164357,82.7,28.7
Chevrolet,Bolt EV,2017,SUV,109.5,82.3,572,137.2,1,682,14.99,136240,39.9,9.8
BMW,i3,2018,Truck,42.4,72,243,185.6,0.29,1773,13.92,144784,79.5,36.2
Chevrolet,Bolt EUV,2018,Hatchback,102.6,92.5,563,239.8,0.52,1944,21.02,8857,63.6,-4.6
Ford,F-150 Lightning,2021,Hatchback,68.1,99.5,293,140.3,0.67,574,19.05,166108,43.7,9.4
BMW,i3,2023,Sedan,36.1,83.9,188,111.8,0.46,1717,16.77,59716,37.2,16.1
BMW,i3,2019,SUV,83.1,80,456,158.3,0.57,413,13.93,153768,99.7,16.3
Audi,e-tron,2018,Sedan,37.7,74.2,151,13.3,3.57,1222,18.24,153177,74.4,2
Nissan,Ariya,2023,Truck,84.9,90.5,425,176.9,0.65,1008,13.33,243839,74.1,23.5
Nissan,Ariya,2017,Sedan,113.9,84.4,583,153.5,0.92,1513,21.04,145105,43.3,34.2
Tesla,Model S,2015,Hatchback,87.1,89.3,419,128.8,0.77,1498,24.33,192432,47.2,18.1
Kia,EV6,2018,Sedan,101.3,84.8,578,141.5,0.89,1497,18.88,126921,81.4,28.5
